,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,Sentiment,Score
2458,gp:AOqpTOFfsMAfJ1Y0FtAwufPC-imWG8HUGclqPMnHAzxQfyVW2wkY-UKEnmCxJeD1Sz3VqXBs21S1e1qanCOphB8,Riya Mahey,https://play-lh.googleusercontent.com/a/AATXAJy87AUjyVan4fk7ZkX1JZkYna1qfRlv4CyJ4poc=mo,Good but not linked with Paytm.,4,0,24.6.0.300,2022-03-28 10:55:37,,,POSITIVE,0.9787787795066833
2459,gp:AOqpTOFlhLidk7uiVaUZgcAdK6h7Z1rx2k0gdrryBOOao2lmNi9FDdmGf6bo7pMtUjrKbRqY0V7qdvX2MBOQQis,viraj tandel,https://play-lh.googleusercontent.com/a/AATXAJxx2Yu3VpZNazsL5ri4NvOPyOJrMZXjWvi-E7Ou=mo,Very bad don't installed this app 😡😡,1,0,24.6.0.300,2022-03-28 10:54:38,,,NEGATIVE,0.9989712238311768
2460,gp:AOqpTOEou7w1WdkKpeN6V5l2qio2G1kTZIZuOzbf-Vw7r8HH1dTYA6grQIGJOZNz2NMr5JDcLrm042Y0501gnt4,Raju N,https://play-lh.googleusercontent.com/a-/AOh14GjJWSKuMyS_2YbnPaECUxfM-KUFNL9EEvitXKJWuQ,Super,5,0,22.13.0.300,2022-03-28 10:54:24,,,POSITIVE,0.998783528804779
2461,gp:AOqpTOE9zRfogivFFJE7_1iBcBWFknF1E7GcvWhcLkDBwCKt7hpJrsZRaPELCZU0-3XPPxqGTAZFBe-5p7ZSFGw,Rambabu01 Rambabujha,https://play-lh.googleusercontent.com/a/AATXAJzHz9Qx5lUbw9yHwrh5WEiVgwiEtCtHvquj_7xe=mo,Bakvaas,3,0,24.6.0.300,2022-03-28 10:53:52,,,NEGATIVE,0.7801967859268188
2462,gp:AOqpTOGEsL2yxvvyABp08X-ol7g-Ec33-tc74PSwzrUVZK7Y63O-CbHMsJv03sbL2olEiDC084d0KU_fH9fw1yM,surya vishwakarma,https://play-lh.googleusercontent.com/a-/AOh14GixFeH4ffJkDedNooW2GJxMHTnoxnp7J6qXeZAD_A,nice app amazon,5,0,24.6.0.300,2022-03-28 10:45:08,,,POSITIVE,0.9994863271713257
2463,gp:AOqpTOFpPhdxEF7-oZ0r7IcJyJjWtLXAn4XOe9UcOE3tuZ10z-hx3GccktsExOhoPHIU3vD0Eql_3WeDo6ubXR0,Zoha Begum,https://play-lh.googleusercontent.com/a/AATXAJwQDc9ZBfb5GUeWGFE3LG5OR9arhQW1UDxym7U=mo,I love Amazon,5,0,,2022-03-28 10:42:53,,,POSITIVE,0.999669075012207
2464,gp:AOqpTOFl4tzCQR-OLn1oNG0D66-XqTkgC27_KCNHZjnb1a7rPhjl6bs4JUkwNlxWaN734DHfAkqRrIOeQLrta18,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bad worst app.I cancelled my order my payment not came back......,1,0,20.20.0.300,2022-03-28 10:42:31,,,NEGATIVE,0.999763548374176
2465,gp:AOqpTOHivTRccgCeqvqfMOVTkngcI4sTkrkZsJVEGDJGmgjfUsKbKbG-Cw7KSr-UxGTeAYbYnlKc_mgAwaVRgY8,Narsimha reddy Reddy,https://play-lh.googleusercontent.com/a/AATXAJzbEZQ7cNBRos9d7n5Pt58NjXmN3LvU7sXmge64=mo,Pay on delivary available there no,5,0,22.14.0.300,2022-03-28 10:40:52,,,NEGATIVE,0.994877815246582
2466,gp:AOqpTOG3GancXPwrTI1PLdVlmQb3cyxrC6-YTu0WYEc-4aNrVyc8VGzJBgR2EF3bt9suYmgRtMPIzCs2418dv8U,Dildar Sk,https://play-lh.googleusercontent.com/a/AATXAJw7DUbZFNZZl6YXoLdeemYz8AMZqoDgJSdz09Ap=mo,অন্যুকখাঈ,3,0,22.22.7.300,2022-03-28 10:37:17,,,NEGATIVE,0.6970565319061279
2467,gp:AOqpTOHv2kKL-2EwF18pSd7ooWAWczBTGq-b8I_Rf7dm41t5w6HCXOEiS5a3LfSeVFl8qT8HRYiIQ_qRYl5h94Y,Mohd Taiyyab,https://play-lh.googleusercontent.com/a/AATXAJwlD59BR8QKv2LjWR0rsDxiNko7CkSi4ejgZ-mK=mo,Online shoping this is best app,5,0,,2022-03-28 10:36:47,,,POSITIVE,0.9988170862197876
2468,gp:AOqpTOFOhu_eBLYsfjtYkR2jv1YK0ZAlnMRldsYWLnPFuk107Z5no211TXu0kxqgD_dNHWX8Axv7e7Dtq5FFu8M,k m,https://play-lh.googleusercontent.com/a-/AOh14GiN6gfnVXxzqtrj6iV5CjlfSjZLb3l2XXh8XQ62WA,chutiya experience fake order poor delivery only amazon pay is better,1,0,22.19.0.300,2022-03-28 10:36:30,,,NEGATIVE,0.9995239973068237
2469,gp:AOqpTOFIkyOPsWmO5aeCTWxDTl_Dw2iXu6Qmn6WIQ-qWGy21cTQcUrEBQBwUOeNU9EtqdLrk1tuGtntHsZcH0_E,Calvin Santhosh,https://play-lh.googleusercontent.com/a-/AOh14GirS147zWkIT6dKYJSENxNaxla7ismrXiOJW9M-,Very worst response it is cheating app,1,1,24.6.0.300,2022-03-28 10:30:32,,,NEGATIVE,0.9998039603233337
2470,gp:AOqpTOG8bmUT2Ttn5hxyZZmA56zzMAGEWnbQVmae_FdMmYF9vegQh40pTQuSaAHwedinMqQ0oduvQe9TGBLP8Gs,Ishani & Rudraneel Matilal,https://play-lh.googleusercontent.com/a-/AOh14Gjo_sIa_FxjPg8omnfIDCDpt7VH8T20U7z09SQy,Excellent,5,0,24.6.0.300,2022-03-28 10:30:10,,,POSITIVE,0.9998434782028198
2471,gp:AOqpTOEeBNL6XYmj8jZR_0BvEhQ7ogd4riCPIb1rzYRl4lmYDZVFHJ6wsWaklp8cYJIJa4LvaKOXluD52r48OFE,Noorjit singh Noorjit hans,https://play-lh.googleusercontent.com/a/AATXAJzq0niwLHLbQlgoot9UOfzKMw4CMMAG8UAuL2tv=mo,Nice app,5,0,,2022-03-28 10:29:37,,,POSITIVE,0.9998061060905457
2472,gp:AOqpTOGV9POIYHEn0ObJgSDLZ67mw7Ya47zLLPljEECATQwq3Oq_NF5BacowbBkLgPYDRf1nTF0VdxkdW54BARU,Deepak Kumar,https://play-lh.googleusercontent.com/a/AATXAJzq3NEIr-u9QOoqwcdAu6nDd1lSoan_kz2Pu2ogqg=mo,Customer service is so bad. No one help me and share wrong information,1,0,24.6.0.300,2022-03-28 10:27:26,,,NEGATIVE,0.9998036026954651
2473,gp:AOqpTOHNBavkRgCq2XXqzjGgJgEznEQNNL4c8TxA8ELtKvnpKcPNcCVySwuhFvcLfX5rLkuZOzVGwH9V7v9ecAs,Gul Malik,https://play-lh.googleusercontent.com/a/AATXAJzUIlFoPG5NO0_PmHoOs27Z9FeXlmIlB8A-MVI4=mo,Super,5,0,16.3.0.300,2022-03-28 10:26:40,,,POSITIVE,0.998783528804779
2474,gp:AOqpTOGyGUGH4Gi0Kfewx2Gtt371quGGaLnjCTyQ4T79gOtp-YYbMrId8Rv8vjJ-n5BldTbv69dJIHzPaHphX6M,Farook Shaikh,https://play-lh.googleusercontent.com/a/AATXAJzx7-bbtHS39hPwZBe4BiU3bC4pMsBzDEleS9w4=mo,AssabAli,5,0,,2022-03-28 10:23:16,,,POSITIVE,0.8403360843658447
2475,gp:AOqpTOHbSZLtQgwtjemiKfXhqkfLMMK3oXS0Pj1Vpd_0EgHdmnqUnnyd3I6bw5U6c3hwk8nwULU3Jv4jaWGGBQ8,manoj keer,https://play-lh.googleusercontent.com/a-/AOh14GjQAme-54xGWcW5Jr_MpPKVWlNfl79WV-2QJVr56Tc,wonder 🌝,4,0,22.19.0.300,2022-03-28 10:22:53,,,POSITIVE,0.9995600581169128
2476,gp:AOqpTOHd4qXEvr559v0TBQaHa5bPszDXi_nSIZD5rYW7z5HGLYEQ0I5bAIBWI9TKaD3osksyXzDPzxPJavR6Lkc,Ayushi Yadav,https://play-lh.googleusercontent.com/a/AATXAJyPQ4D8rVBknHkXY-be8BTiHLE_xN8qtuoJ_g7c=mo,Helpful,5,0,,2022-03-28 10:21:35,,,POSITIVE,0.9997673630714417
2477,gp:AOqpTOECH3ASLn8xdywXhkf8l9I3lWSmuCfytklzlQQ5Ds0knEPf37HfPiC0mHfmBZHJspIIHsxrXpXXuk2PZLU,Sushma Ramu,https://play-lh.googleusercontent.com/a/AATXAJy2Be0ok6YRecHiEOUUHDEO4m3HQ32Zykm395VN=mo,So don't Amazon is no life,5,0,,2022-03-28 10:21:21,,,NEGATIVE,0.9718154668807983
2478,gp:AOqpTOE72mdvMJtR_bp4JEFr1u8bL3sreOS0u14CDEWpPRl9UdhN8n3zi5hiwu5I5sEGtVijajxCeja596RV-ZY,Nirmala Devi,https://play-lh.googleusercontent.com/a/AATXAJwEAP9_vCpPUggLQGMie4bE8W2Dw7uRr0KbnDol=mo,Nice👍👍👍,5,0,22.2.0.300,2022-03-28 10:19:04,,,NEGATIVE,0.6970565319061279
2479,gp:AOqpTOErlw9DeFNOcUUcNv2C8kfsBXXp1fMiYu_KUwGmief0v7zvzm_M6z_hHi3TBZozSVZFgGoHZvdnCvj1VXM,Anima Barman,https://play-lh.googleusercontent.com/a/AATXAJxMgHWBlLJwL9ZNJA5yMERisbBzLCqkK5pRbhCE=mo,Wow,5,0,,2022-03-28 10:18:56,,,POSITIVE,0.999592125415802
2480,gp:AOqpTOEovlP98cNiFmcodFIQzXjW2e1C2iWEHCiwx4lSqZYMCZmP18b1z3cjZ9PKjnN6pb1IcnDp-NTCwCFkk6s,Laxman Potanwar,https://play-lh.googleusercontent.com/a-/AOh14GhI9D5zOSiYY0vNKWQhu5rnmoaXYAvwWa9lUgDlGQ,Superb,5,0,,2022-03-28 10:17:33,,,POSITIVE,0.9998656511306763
2481,gp:AOqpTOG2r3vvBjsPLAn-DIo0BlBbp1PiXA6CnBZPwmDZnpgYEI2AMquqJxdGvzVO7MFz6qZAarK3pA3fPQWZN3A,Karanpreet 23,https://play-lh.googleusercontent.com/a-/AOh14Gh8Qp2IAnc3amlM-E1QbUQRKydUG25r-aFiGVMV,I ordered the product from Amazon and I got the different product and I returned that product. But Amazon refused to give me the refund. Nor is any of my customer care listening. Nor is it calling me on call back. I request Please don't buy anything from Amazon. Amazon has poor customer care support and does not listen to the customer at all. pls don't buy to any product amazon very bad service,1,1,24.6.0.300,2022-03-28 10:17:28,,,NEGATIVE,0.9994246959686279
2482,gp:AOqpTOFy3ok8pMv4wF26QyNOER5Emn401Rql76LwpcBcoHRYeGtqwYDExiVGOeycYReKMuRaPqLpDN7qvizcLw8,Monu Thakur,https://play-lh.googleusercontent.com/a-/AOh14Ggh0_rq4PUaY-U8PVdwNDwoGB-zi3oVr3L4l9bIlg,Nice,5,0,24.5.0.300,2022-03-28 10:17:25,,,POSITIVE,0.9998552799224854
2483,gp:AOqpTOHCl9xAndQ1Zi8Y_yoA7Xiokc7vbpjI6sxxnAy4fRgRDzm1Uym6mya1rxInNd1dtTlB_xJakkXxhwdxJUk,Sanju Gautam,https://play-lh.googleusercontent.com/a-/AOh14GhFsP6-VSc3w9p41DgF0wI_YSAztPfZaXL0R-kD2g,Use less app,1,0,22.22.2.300,2022-03-28 10:15:17,,,NEGATIVE,0.9968076944351196
2484,gp:AOqpTOFtAvzXl5ZO90UcPAKEmYVdpE3OIDTDfD9R92OnKcc83_9Q_W8E_DkonDneILiytRHEPwyKy_GvZ6ImWXE,Astitva Richhariya,https://play-lh.googleusercontent.com/a-/AOh14Gi7rlKkASAo5Jr7YoV6Cy__cNze0Jfu06-1cT1I,Very worst app the order was not coming on time and customer care of Amazon is also very worst and they talk very badly #worst app,1,0,,2022-03-28 10:12:53,,,NEGATIVE,0.9998175501823425
2485,gp:AOqpTOEPbbskIxrjxK9qIIZYq4Ei-P8K_iNLHcyNTTPUYlY3fYNaOncy8xHoVlpP1QCdXCGrK2X7KVSXrtcln2E,shefali kokash,https://play-lh.googleusercontent.com/a/AATXAJwy1MgiQ1MWGYcWGN6WNUJJbuCt0Ha_2OjaVV5K=mo,Very good 👍,4,0,24.5.0.300,2022-03-28 10:10:39,,,POSITIVE,0.999870777130127
2486,gp:AOqpTOGoQpvZMvVrRdXvuL3ieL3Fr0bT8CTcys3LDoxZNkCLfenRRvxOOs5TiUUPK2EFlz7vyLgeR-GgHon4QCA,53_Legiya Cheran,https://play-lh.googleusercontent.com/a-/AOh14GgM5ZOrOZFpdk_EIE6mHDQK3lli8LpNlptWIxo3,This app is better than any other shopping app,5,0,,2022-03-28 10:05:07,,,POSITIVE,0.9994383454322815
2487,gp:AOqpTOH9qOc1TykITu-RwUz1_vPxChYjWWtK5ad-deZH-UQy_6UszolMPlLh17NYxiiTPjHYPTNGfDkSZ7ik90g,Amisha Pansuriya,https://play-lh.googleusercontent.com/a/AATXAJxEHgG8DSEoBL1-BqCETUZr4ihUkKY-rGNXyE1T=mo,Note good,1,0,24.5.0.300,2022-03-28 10:03:19,,,POSITIVE,0.9998490810394287
2488,gp:AOqpTOEE0LlexZq1aNiTp9-n4BK7bBpbrR5NM8q8ub9qySls38uEao2e4d88-Efffxp_1R42wG-NpV0gwIqN6mw,Harsh Barvaliya,https://play-lh.googleusercontent.com/a/AATXAJzYLgE-wTieZ92ogI-J1uE_45otXS4N8Nq4omR5=mo,Not timely delivery. Ordered i placed after 2-3 days they cancelled my order without any notification. Customer care is also very irresponsible.,1,0,24.6.0.300,2022-03-28 09:58:57,,,NEGATIVE,0.9996613264083862
2489,gp:AOqpTOHt9_DxdVqrRDy-YzNdHL0vP1NjDWru3OaP8pRHH1didQg4lCvjJuBTrQlEihHhJC1ljWmlMBl6sAISsK4,Rrb 2021,https://play-lh.googleusercontent.com/a/AATXAJxTrBxHV-j4zSjyRHV1z8XgJU0ZG4y1HaKA1mpQ=mo,My infinix hot 4 mobile does not support this app,1,0,22.14.0.300,2022-03-28 09:57:45,,,NEGATIVE,0.9993956089019775
2490,gp:AOqpTOGFsVqjq2PLKfnhembhgcChEwWzBdo3mflvQvQfsHmVXjAZvcqpexNK2MDiPRU6V5yjXJLG3nR_KUscoPY,Niranjan Paikaray,https://play-lh.googleusercontent.com/a-/AOh14GiTyt1Fwuv8YtqsDA-COcx_Lj_tYQkTVSNj0v1RJg,thank you,5,0,24.5.0.300,2022-03-28 09:56:44,,,POSITIVE,0.9998352527618408
2491,gp:AOqpTOEgkasobmGPVzW6OxYH0HFlJ1dBmPEhQdph78FGCbleF-01WNajwFas8DijHMOC0BKo_VNeBM-ceuK_Dpo,Dhruv Bhise,https://play-lh.googleusercontent.com/a-/AOh14GiS-WHlpKc4SRWTFqFIXt3qIuMioQvcoPkz9-0nMQ,"Worst feature of Amazon pay balance, I can't transfer the money into my bank account.",1,0,,2022-03-28 09:53:13,,,NEGATIVE,0.9997370839118958
2492,gp:AOqpTOG2xKIiwqMo08ZFsRE_uP9GAWmkg3RA6_uIcT-G6EiB7IGtRNod-1lm9nVEXN36yEhI0wgro-gD7c8ODZs,Ria Star,https://play-lh.googleusercontent.com/a/AATXAJwgWM0xrTDnLI3TfAnxlvZFWuGW-bCCI-SaksvM=mo,Best,5,0,,2022-03-28 09:50:50,,,POSITIVE,0.9997941851615906
2493,gp:AOqpTOE2IFnRNOI9qIo8n5szAXmBA8WEXubcDIrt9fi3D6YULM6azsyh7yakJeGPe2xFckl5fDvy4erawUvhv20,Nitu Films world,https://play-lh.googleusercontent.com/a-/AOh14Ghh4AVDImZ3AkqciK5tQ5VaoBxrxJ0n3HarrNAdMw,Good,5,0,20.18.0.350,2022-03-28 09:49:37,,,POSITIVE,0.9998161196708679
2494,gp:AOqpTOEiMgtByEl0iaLe1W-LeuunlG7Wmag9KZ3_Uu9hCINC504ENIsHIoA_6Oai8-eIDgreGz-7naxjzBoCLFE,Opk,https://play-lh.googleusercontent.com/a-/AOh14GhCWNIZMefu8yNjQZ6RgBtwHx7Xlil7QiB3uqymnw,Super,5,0,22.9.0.300,2022-03-28 09:47:51,,,POSITIVE,0.998783528804779
2495,gp:AOqpTOGVXMX5nzFRZG6Iy32oYincWPZGJipOBLVcjZeaWRTGWZpsG3-U8BvBt5f3tU7WWvl8403Sag_f7Icwb-0,Sarita Ojha,https://play-lh.googleusercontent.com/a/AATXAJzUnR1KyLCBtxNbGz6m8pNcLi_o6vREdl2EEEaU=mo,As I thought Amazon is a good company like I order a mouse pad in Flipkart and Amazon and Amazon give my product tomorrow so fast,5,0,24.6.0.300,2022-03-28 09:47:32,,,POSITIVE,0.9986990690231323
2496,gp:AOqpTOGZNF3Ard9Y1xSkb0xfqbybnX6Qt1yAk4Vi7BIf0n-57PJi3ztGM9p_FFcf-tol15wrQ0gA_52-XaKeH9Y,Amit Pachisia,https://play-lh.googleusercontent.com/a/AATXAJz2RFJJgtCY1__3IaRkEcirESCbaAwZkaByyVww=mo,App for return/refunds is very poor (implicitly assumes zero delivery errors by Amazon-which is not true and increasing by the day) and Amazon customer service has also deteriorated in recent months. I am a regular active prime member from years.,1,1,24.6.0.300,2022-03-28 09:46:56,,,NEGATIVE,0.9996137022972107
2497,gp:AOqpTOGotNTsssr9wWXjcfePGb181NW4-47oHpobY-NU3w5vbaEp3EsNco8egpUt311NT2UXJZVf8DpJiUsOYlg,indrapal palvi Palvi,https://play-lh.googleusercontent.com/a-/AOh14GgQ1E_PbfKrpsg3Wz_U9b5PowgUar7AT9qBqvT3,Good,5,0,22.15.2.300,2022-03-28 09:45:47,,,POSITIVE,0.9998161196708679
2498,gp:AOqpTOGFcQSOjHxr6YpaoHnjAYdXYGJFuYkWZsFhQ4dnV9aLM3gxefQsZw8xJmQXCjZKUJBaQb-qcPPIbHZ6wwU,TXM. RAVAN,https://play-lh.googleusercontent.com/a-/AOh14GgdnjeX6fwOVWOC7hRx_6zwKItkuKB10mfbArZk1w,जिंदगी झंडवा फिर भी लंडवा,5,0,24.2.0.300,2022-03-28 09:45:35,,,NEGATIVE,0.6587020754814148
2499,gp:AOqpTOGTtVK4OW3TrxAKXknb8iLSjEpyDWp0dh2KXoj61h3O_w71n5XIhuTFtDBhWfHC_VkE-d9dA9a9jgVlKHs,Angel Danny,https://play-lh.googleusercontent.com/a-/AOh14GiodADydVErIWQSUU3Hy219toptqGpoE34M3XToEQ,I m unable to instal this app. Tried so many times to fix the problem but unable to find it.,1,0,,2022-03-28 09:44:45,,,NEGATIVE,0.9995311498641968
2500,gp:AOqpTOG7r_p3flC822WtGBC5Ih-SqlQc0KC46LFl0JlBYUOYGOZligmt7nAaq9gi4LfNBPz4XXz69AkJ605Mbc4,Bidyut Barman,https://play-lh.googleusercontent.com/a-/AOh14GhTgscHGEW4h6IJYe1XfvTJvuC97hMxmFmdVnh6mw,Everytime my app was stopped on payment page. Even i was clear cache n data n afterthat uninstall it bt till the the is not resolved,1,1,24.6.0.300,2022-03-28 09:42:23,,,NEGATIVE,0.9992864727973938
2501,gp:AOqpTOHM2AXCZf09CWOF4_miK69G6-KwnJ5ZWPbUcnrNnv5XDnJQ8h8BO-ossjam20-JH1T5E-YpK4t4IDOM794,Arbaz Kureahi,https://play-lh.googleusercontent.com/a/AATXAJw0DkKLQde39FjsYzcQgW2Esdi7GomM2OQ-3TmK=mo,naic,4,0,22.11.0.300,2022-03-28 09:40:32,,,NEGATIVE,0.9817408323287964
2502,gp:AOqpTOE_EX-XlnegwsUkEv64L9el7_9goxk7tU_ycriM7AeiQEaBqcK-t8sGu4_uHioPx9ssTARxV8dKM3Xgz4k,gulvez khan,https://play-lh.googleusercontent.com/a-/AOh14GjnskZZcDP23kulQO_BgdGZEMWb7si0bvYT5zXD,More than 13 days is over but still not receive my refund. Worst service 🙁,1,0,24.6.0.300,2022-03-28 09:35:54,,,NEGATIVE,0.9989755153656006
2503,gp:AOqpTOGfJXR0Xmc9yV72EWXqCY4qLslq2ygTLSq6zhafShrdMgamPK1VPCuChdnUeBTy3K22yhHDUg4oXtWH5IU,Salwa Sallu,https://play-lh.googleusercontent.com/a/AATXAJxhgMLUdYBdQ1F_cFv1_4H-ftnibLFOeRPlC2m9=mo,Worst customer care executive.. Talks very rudely if I request for return of the product.,1,0,24.5.0.300,2022-03-28 09:33:17,,,NEGATIVE,0.999796450138092
2504,gp:AOqpTOGycMG2ReAS7vcM1GuGGGSpurgTF-QmOQkch9QT1FMhTSIcqaI44kxrlkaJ0XgUKDa8y9jdX6IMbDWlGUc,Ritika Choudhari,https://play-lh.googleusercontent.com/a-/AOh14GhTjA2snzvmneyu0IEG5piYOrbAujBrvLu2Ts86og,my favourite,5,0,24.5.0.300,2022-03-28 09:31:14,,,POSITIVE,0.9993423819541931
2505,gp:AOqpTOG96ol4n28DbKFQZ4viq6VDEWjhXoGwOJHV7fCldXkWBpR7LKcFLXwjpUO1GetKQuTKoxcpH3lYc17_wUk,S.vignesh Waran,https://play-lh.googleusercontent.com/a/AATXAJwaTmRnfLriBMgwt5NfoJi0NwIfe_XfotY9v6GG=mo,I like Amazon because they have many price less product i like it,5,0,24.6.0.300,2022-03-28 09:30:12,,,NEGATIVE,0.9613139033317566
2506,gp:AOqpTOHzad4CQ2C9HZSWPOtG9D2SYrS2RseMiFww0HtQEPg7x5l9zJyX1_xaTcySn9sPpdIS2DO73QcDeIply30,Noob Gaming,https://play-lh.googleusercontent.com/a-/AOh14GjT4xc_6UvpRRH7-cDHJWlznmEJdIlLbHvBRIc8,Best payment app,5,0,,2022-03-28 09:30:08,,,POSITIVE,0.9996144771575928
2507,gp:AOqpTOEhJ8y7YmVJHpEmwJKg0oQGNOQ42zuGu3-9wiXoB25Ur4T349OCKBr0_pkhkZDwP56xy5keV4Jwa2TrO70,Arzoo khan,https://play-lh.googleusercontent.com/a/AATXAJwYMNw_-HeKxSS3lmR3T3--FPmJP87YdvPSI0jc=mo,It's amazing app 💯 percent trustable,4,0,24.5.0.300,2022-03-28 09:28:32,,,POSITIVE,0.9998146891593933
2508,gp:AOqpTOH3ErHLViZLJE9T_xwELKBJtWe4LrlQDMwSOYSXjIv3E6nVtN_rTs63FW09tpCdpWrSKIFgBB-UoSo96Xg,Sanjay Sharma,https://play-lh.googleusercontent.com/a/AATXAJwVYphM5psR9TnI_wRohHC0xf03T7ndT4_RVvU=mo,Bad experience it is change your language automatically and no option in Android app..,1,0,24.5.0.300,2022-03-28 09:28:15,,,NEGATIVE,0.9997346997261047
2509,gp:AOqpTOHYvW47BQ7HuFU0dfmFDIAq28F87L_JtlB55W2CtTNbckuLfb-MnlExmxk4Nmha2mdq8hZ-mbbj_0uuR4M,Suprith gowda,https://play-lh.googleusercontent.com/a/AATXAJx2j0i6SPc7TWhkyieovNdCDyF5PrrlpEtff7XF=mo,Superb app wonderfull products🤩,5,0,22.14.0.300,2022-03-28 09:26:39,,,POSITIVE,0.999860405921936
2510,gp:AOqpTOFPciLPRXMXEqbdPPHwLWwNdlzHoKzjcDfXsp7O5GGs0Ce7SNQj570IuNw-r5sm-oqkJk38m3BmOWfmqd4,Md Mustafa Shaikh,https://play-lh.googleusercontent.com/a/AATXAJz9YPs9nVs-XeVsLN9oWTkVulqWYCebPIag79wC=mo,op,5,0,16.6.0.300,2022-03-28 09:26:02,,,POSITIVE,0.9907349348068237
2511,gp:AOqpTOGQJNdO1Jwz54gXalVPe5QJlWSHceuXh4SY7GJJ_2SwdcXqSZDrDi3IGYkubn1g8QjJ8IkBYAC2x6RynOw,ARPC1287 ARPC1287,https://play-lh.googleusercontent.com/a-/AOh14GjNubSjwYcIODWjzjKdSRTrmtIiF3Umz-TWSNHO-9w,Good,5,0,24.5.0.300,2022-03-28 09:21:26,,,POSITIVE,0.9998161196708679
2512,gp:AOqpTOH5_G5ikh4iVI4p1XQHqJ6PZgQb2TR6OVVxsXTIushCW3Bs--maDrJXd1FVo4yb6ZaftpBC_N6RT85gAao,꧁•NOx នтαʀ ࿐,https://play-lh.googleusercontent.com/a-/AOh14GiQVhj4B9IawRQrcRnSMOUEkUZjen-ULYtFdoBHkw,Nice,5,0,22.16.1.300,2022-03-28 09:16:42,,,POSITIVE,0.9998552799224854
2513,gp:AOqpTOE30ztKEQ4JmKYs_WCvOmi6cPYQiZFnz3YjZ-f8VywBu42NPlrZjihGcJOgl4MD257IJPzF6q-gQTMuQn8,Geri Lal Prajapati,https://play-lh.googleusercontent.com/a/AATXAJxKwih_SQ90I8kwJUg6QC-UGpVycWKxrk6RlAYQ=mo,Not good Cashback problem,1,0,24.6.0.300,2022-03-28 09:15:10,,,NEGATIVE,0.9997166991233826
2514,gp:AOqpTOH2uDmMw4YIdrdHEutfDNn-jkYmrbJvbe3iPVevDEQII_QP-s8z3O4-rS1zHH6jzTrURVDId7-MIRryfKk,Raju राज,https://play-lh.googleusercontent.com/a-/AOh14GgQ9ZCe19P-Q-uY_arf42E52rymnDx5SI9dE7htBg,So super cute,5,0,24.6.0.300,2022-03-28 09:12:55,,,POSITIVE,0.9998252987861633
2515,gp:AOqpTOGNCsB-27aRnvENWgsQ645Tk-oJGkpRiggXQNRJ06OuOe-2ElPx651Ui41VkIdoMLTz8Yfz8WDdYuQfsYo,Manjit Singh,https://play-lh.googleusercontent.com/a/AATXAJzNoHJ0p1PSJ7Jxiapl0TA7q_MBzOlBFk7bENVW=mo,Good work,5,0,,2022-03-28 09:11:24,,,POSITIVE,0.9998413324356079
2516,gp:AOqpTOGuenyHVF1hrTts174zwK7FQk7wcruiwp4K-rvTYFGiXIHhpn3N8SYYucPg0uZs2iK2tFWufi8NhcdyK1s,Santosh kumar Sahoo,https://play-lh.googleusercontent.com/a/AATXAJxS_IxeN2QVP4qn-C2JM8zB2QrwdVaIwo4b8FHL=mo,good,3,0,22.13.0.300,2022-03-28 09:10:48,,,POSITIVE,0.9998161196708679
2517,gp:AOqpTOHJN2sMP8gQAwUmmXsgGRovMU7dnEjEpM42IY5NT2IbIfkh8UXwXo23fqXmNnrIFZEh6b9HnoXFQPkOVXk,Santosh Raikwar,https://play-lh.googleusercontent.com/a-/AOh14GieXp37qJPhvTuO4EDmFmZ7xSFPQeKcWJM5yBLjJw,God bless you good job 👍🏻🤘🏻🔥,5,0,,2022-03-28 09:06:06,,,POSITIVE,0.9996007084846497
2518,gp:AOqpTOEzYB2Tbha1B7kZUQuf1OIEdMliKHmcjGyGqYEXugMmVrFQjQbQyN_gm18xBPJTKBXwcxDQnKLmBMI4FE0,MD Mukhtar,https://play-lh.googleusercontent.com/a-/AOh14GjaxMhdMUwkQ4QqihL10TgWVfHlrvfQ-RzWVUYDdck,Amazon is best shopping system and pay aap,5,0,24.5.0.300,2022-03-28 09:05:03,,,POSITIVE,0.9971438050270081
2519,gp:AOqpTOGW8UnnIQeKTnaNqbisd1WRAAOeKRB0PS4GM8zf2sRfyF00s-uZJ70DngEFxN5CRbcAu11TGDP0SvCjUQU,Sukanya Gupta,https://play-lh.googleusercontent.com/a-/AOh14GhKXu1eSfZ9HNhUzdABfgWDvQD8Aj5KM3cB18-i,"Hi Amazon, Your customer service team is not able to help me with any solution. They can only guide with what is available through app. I am highly disappointed with delivery executive and customer service. I have been trying to get my product since 2 weeks but coming out as a sufferer without any mistake. P. S. I have cancelled my prime membership, might not continue with it from now on.",1,0,,2022-03-28 09:01:24,,,NEGATIVE,0.9995162487030029
